#tstp   Ax    Ay
724  -2.11995  -3.49317
725  -2.07023  -3.48944
726  -2.02032  -3.48423
727  -1.97025  -3.47756
728  -1.92008  -3.46945
729  -1.86986  -3.4599
730  -1.81961  -3.44894
731  -1.76939  -3.43659
732  -1.71924  -3.42285
733  -1.66921  -3.40776
734  -1.61932  -3.39134
735  -1.56962  -3.37361
736  -1.52016  -3.3546
737  -1.47097  -3.33433
738  -1.42208  -3.31283
739  -1.37354  -3.29012
740  -1.32538  -3.26625
741  -1.27763  -3.24124
742  -1.23034  -3.21512
743  -1.18353  -3.18793
744  -1.13722  -3.15969
745  -1.09147  -3.13045
746  -1.04628  -3.10023
747  -1.0017  -3.06908
748  -0.957744  -3.03703
749  -0.91444  -3.00412
750  -0.871813  -2.97038
751  -0.829886  -2.93585
752  -0.788681  -2.90058
753  -0.748216  -2.86459
754  -0.708512  -2.82794
755  -0.669586  -2.79065
756  -0.631453  -2.75276
757  -0.59413  -2.71433
758  -0.557629  -2.67537
759  -0.521963  -2.63594
760  -0.487143  -2.59607
761  -0.453179  -2.5558
762  -0.420078  -2.51517
763  -0.387848  -2.47422
764  -0.356495  -2.43299
765  -0.326024  -2.3915
766  -0.296438  -2.34981
767  -0.267739  -2.30794
768  -0.239928  -2.26594
769  -0.213005  -2.22383
770  -0.18697  -2.18165
771  -0.161819  -2.13945
772  -0.13755  -2.09724
773  -0.114158  -2.05506
774  -0.0916375  -2.01296
775  -0.0699831  -1.97094
776  -0.0491873  -1.92906
777  -0.029242  -1.88733
778  -0.0101383  -1.84578
779  0.00813336  -1.80445
780  0.0255836  -1.76336
781  0.0422234  -1.72254
782  0.0580648  -1.68201
783  0.0731203  -1.64179
784  0.0874029  -1.60191
785  0.100927  -1.56239
786  0.113705  -1.52326
787  0.125754  -1.48453
788  0.137088  -1.44621
789  0.147722  -1.40834
790  0.157673  -1.37093
791  0.166957  -1.33399
792  0.175591  -1.29754
793  0.183592  -1.26159
794  0.190976  -1.22616
795  0.197762  -1.19126
796  0.203966  -1.1569
797  0.209606  -1.12309
798  0.214701  -1.08984
799  0.219268  -1.05716
800  0.223324  -1.02506
801  0.226888  -0.993544
802  0.229977  -0.962616
803  0.232609  -0.932282
804  0.234803  -0.902549
805  0.236575  -0.873418
806  0.237943  -0.844893
807  0.238924  -0.816976
808  0.239535  -0.789667
809  0.239794  -0.762968
810  0.239717  -0.736878
811  0.239321  -0.711396
812  0.238621  -0.686521
813  0.237634  -0.66225
814  0.236376  -0.63858
815  0.234861  -0.61551
816  0.233105  -0.593033
817  0.231123  -0.571147
818  0.228928  -0.549845
819  0.226536  -0.529123
820  0.223959  -0.508975
821  0.221211  -0.489395
822  0.218305  -0.470375
823  0.215254  -0.451909
824  0.212069  -0.43399
825  0.208763  -0.416609
826  0.205346  -0.399759
827  0.201831  -0.383431
828  0.198227  -0.367618
829  0.194544  -0.352309
830  0.190794  -0.337496
831  0.186984  -0.32317
832  0.183125  -0.309322
833  0.179225  -0.295941
834  0.175291  -0.28302
835  0.171333  -0.270546
836  0.167357  -0.258512
837  0.163371  -0.246907
838  0.159382  -0.23572
