#tstp   Ax    Ay
-1  0  0
0  4.32204e-31  7.70622e-31
1  4.90734e-31  9.63358e-31
2  5.52706e-31  1.20153e-30
3  6.16627e-31  1.49524e-30
4  6.80176e-31  1.85674e-30
5  7.39922e-31  2.30078e-30
6  7.90954e-31  2.84517e-30
7  8.26422e-31  3.5113e-30
8  8.36931e-31  4.32482e-30
9  8.09794e-31  5.31645e-30
10  7.28069e-31  6.52288e-30
11  5.6936e-31  7.98781e-30
12  3.04307e-31  9.7632e-30
13  -1.05308e-31  1.19107e-29
14  -7.08913e-31  1.4503e-29
15  -1.57008e-30  1.76262e-29
16  -2.77018e-30  2.13813e-29
17  -4.41284e-30  2.58868e-29
18  -6.62955e-30  3.1281e-29
19  -9.5865e-30  3.77252e-29
20  -1.34929e-29  4.54063e-29
21  -1.86115e-29  5.45406e-29
22  -2.5271e-29  6.53766e-29
23  -3.38814e-29  7.81988e-29
24  -4.49529e-29  9.33312e-29
25  -5.91187e-29  1.1114e-28
26  -7.71624e-29  1.32038e-28
27  -1.00052e-28  1.56484e-28
28  -1.28979e-28  1.84984e-28
29  -1.65408e-28  2.18092e-28
30  -2.11137e-28  2.56404e-28
31  -2.68365e-28  3.00551e-28
32  -3.39775e-28  3.51184e-28
33  -4.28641e-28  4.08959e-28
34  -5.38942e-28  4.74504e-28
35  -6.75507e-28  5.48379e-28
36  -8.44187e-28  6.31022e-28
37  -1.05205e-27  7.22671e-28
38  -1.30764e-27  8.23265e-28
39  -1.62122e-27  9.32309e-28
40  -2.00515e-27  1.0487e-27
41  -2.47423e-27  1.1705e-27
42  -3.04619e-27  1.29464e-27
43  -3.74221e-27  1.41658e-27
44  -4.58753e-27  1.52978e-27
45  -5.61219e-27  1.62515e-27
46  -6.85183e-27  1.6903e-27
47  -8.34868e-27  1.70856e-27
48  -1.01527e-26  1.65783e-27
49  -1.23226e-26  1.50911e-27
50  -1.49278e-26  1.22472e-27
51  -1.80494e-26  7.5597e-28
52  -2.17825e-26  4.04888e-29
53  -2.62382e-26  -1.00124e-27
54  -3.15455e-26  -2.47001e-27
55  -3.78544e-26  -4.49304e-27
56  -4.53384e-26  -7.23013e-27
57  -5.41972e-26  -1.08813e-26
58  -6.46606e-26  -1.56958e-26
59  -7.69912e-26  -2.19837e-26
60  -9.14882e-26  -3.01287e-26
61  -1.08491e-25  -4.06048e-26
62  -1.28382e-25  -5.39958e-26
63  -1.5159e-25  -7.10187e-26
64  -1.78594e-25  -9.25517e-26
65  -2.0992e-25  -1.19668e-25
66  -2.46147e-25  -1.53676e-25
67  -2.87901e-25  -1.96166e-25
68  -3.35853e-25  -2.49071e-25
69  -3.90708e-25  -3.14727e-25
70  -4.53194e-25  -3.9596e-25
71  -5.24039e-25  -4.96177e-25
72  -6.03947e-25  -6.19477e-25
73  -6.93556e-25  -7.70783e-25
74  -7.93384e-25  -9.55993e-25
75  -9.03763e-25  -1.18216e-24
76  -1.02474e-24  -1.45772e-24
77  -1.15596e-24  -1.79269e-24
78  -1.29651e-24  -2.19901e-24
79  -1.44471e-24  -2.69084e-24
80  -1.59789e-24  -3.28494e-24
81  -1.75204e-24  -4.00112e-24
82  -1.90142e-24  -4.86276e-24
83  -2.03807e-24  -5.89734e-24
84  -2.15117e-24  -7.13719e-24
85  -2.22631e-24  -8.62013e-24
86  -2.2445e-24  -1.03904e-23
87  -2.18106e-24  -1.24998e-23
88  -2.00412e-24  -1.50082e-23
89  -1.67296e-24  -1.79854e-23
90  -1.13586e-24  -2.15124e-23
91  -3.27502e-25  -2.56822e-23
92  8.34082e-25  -3.06025e-23
93  2.45133e-24  -3.63965e-23
94  4.65163e-24  -4.32055e-23
95  7.59281e-24  -5.11906e-23
96  1.14697e-23  -6.05349e-23
97  1.65217e-23  -7.14457e-23
98  2.30426e-23  -8.41567e-23
99  3.13911e-23  -9.89302e-23
100  4.20047e-23  -1.16059e-22
101  5.54148e-23  -1.35868e-22
102  7.22653e-23  -1.58715e-22
103  9.33352e-23  -1.84993e-22
104  1.19564e-22  -2.15127e-22
105  1.52081e-22  -2.49574e-22
106  1.92243e-22  -2.88818e-22
107  2.41677e-22  -3.33366e-22
108  3.02324e-22  -3.83735e-22
109  3.76502e-22  -4.40443e-22
110  4.6697e-22  -5.03986e-22
111  5.77004e-22  -5.74817e-22
112  7.10489e-22  -6.53309e-22
113  8.72021e-22  -7.39713e-22
114  1.06703e-21  -8.34104e-22
115  1.3019e-21  -9.36302e-22
116  1.58416e-21  -1.04579e-21
117  1.92264e-21  -1.16159e-21
118  2.32767e-21  -1.28213e-21
119  2.81134e-21  -1.40505e-21
120  3.38775e-21  -1.52699e-21
121  4.07331e-21  -1.64332e-21
122  4.88709e-21  -1.74781e-21
123  5.85118e-21  -1.83219e-21
124  6.99114e-21  -1.8857e-21
125  8.33646e-21  -1.89447e-21
126  9.92108e-21  -1.84077e-21
127  1.1784e-20  -1.70214e-21
128  1.39698e-20  -1.45039e-21
129  1.65295e-20  -1.05024e-21
130  1.95212e-20  -4.57885e-22
131  2.30109e-20  3.80831e-22
132  2.70732e-20  1.53257e-21
133  3.17923e-20  3.07905e-21
134  3.7263e-20  5.12001e-21
135  4.35914e-20  7.77683e-21
136  5.08957e-20  1.11967e-20
137  5.93072e-20  1.55576e-20
138  6.89708e-20  2.1074e-20
139  8.00457e-20  2.80037e-20
140  9.27054e-20  3.66558e-20
141  1.07138e-19  4.74e-20
142  1.23545e-19  6.06772e-20
143  1.42141e-19  7.7012e-20
144  1.6315e-19  9.70276e-20
145  1.86806e-19  1.21462e-19
146  2.13343e-19  1.51188e-19
147  2.42995e-19  1.87235e-19
148  2.75983e-19  2.30815e-19
149  3.12507e-19  2.8335e-19
150  3.52732e-19  3.46511e-19
151  3.9677e-19  4.22249e-19
152  4.44655e-19  5.12844e-19
153  4.96319e-19  6.20952e-19
154  5.51555e-19  7.49663e-19
155  6.09971e-19  9.02562e-19
156  6.7094e-19  1.0838e-18
157  7.33533e-19  1.29818e-18
158  7.96436e-19  1.55124e-18
159  8.57857e-19  1.84935e-18
160  9.15407e-19  2.19983e-18
161  9.65957e-19  2.61107e-18
162  1.00547e-18  3.09266e-18
163  1.02879e-18  3.65555e-18
164  1.02942e-18  4.31218e-18
165  9.9922e-19  5.0767e-18
166  9.28047e-19  5.96511e-18
167  8.03389e-19  6.9955e-18
168  6.09864e-19  8.18821e-18
169  3.28667e-19  9.5661e-18
170  -6.30911e-20  1.11548e-17
171  -5.93151e-19  1.29827e-17
172  -1.29501e-18  1.50816e-17
173  -2.20896e-18  1.74866e-17
